1 0 225
2 225 225
3 450 267
4 717 249
5 966 195
6 1161 277
7 1438 275
8 1713 275
9 1988 273
10 2261 280
11 2541 262
12 2803 226
13 3029 192
14 3221 202
15 3423 246
16 3669 240
17 3909 284
18 4193 234
19 4427 196
20 4623 208
21 4831 238
22 5069 226
23 5295 264
24 5559 266
25 5825 274
26 6099 266
27 6365 196
28 6561 252
29 6813 280
30 7093 240
31 7333 276
32 7609 224
33 7833 264
34 8097 274
35 8371 268
36 8639 282
37 8921 234
38 9155 288
39 9443 270
40 9713 276
41 9989 280
42 10269 268
43 10537 264
44 10801 254
45 11055 238
46 11293 208
47 11501 276
48 11777 262
49 12039 214
50 12253 184
51 12437 204
52 12641 166
53 12807 194
54 13001 166
55 13167 611
56 13778 645
57 14423 618
58 15041 663
59 15704 645
60 16349 621
61 16970 179
62 17149 591
63 17740 614
64 18354 677
65 19031 220
66 19251 166
67 19417 648
68 20065 160
69 20225 658
70 20883 628
71 21511 623
72 22134 626
73 22760 626
74 23386 626
75 24012 623
76 24635 617
77 25252 628
78 25880 632
79 26512 181
80 26693 644
81 27337 627
82 27964 614
83 28578 169
84 28747 620
85 29367 209
86 29576 673
87 30249 210
88 30459 616
89 31075 359
90 31434 181
91 31615 661
92 32276 646
93 32922 562
94 33484 629
95 34113 672
96 34785 625
97 35410 657
98 36067 642
99 36709 630
100 37339 651
101 37990 644
102 38634 654
103 39288 648
104 39936 207
105 40143 627
106 40770 625
107 41395 612
108 42007 646
109 42653 619
110 43272 667
111 43939 624
112 44563 620
113 45183 211
114 45394 545
115 45939 615
116 46554 201
117 46755 645
118 47400 630
119 48030 615
120 48645 216
121 48861 616
122 49477 169
123 49646 663
124 50309 615
125 50924 169
126 51093 187
127 51280 180
128 51460 207
129 51667 621
130 52288 649
131 52937 619
132 53556 662
133 54218 658
134 54876 625
135 55501 212
136 55713 545
137 56258 615
138 56873 198
139 57071 284
140 57355 301
141 57656 181
142 57837 645
143 58482 628
144 59110 207
145 59317 278
146 59595 300
147 59895 656
148 60551 169
149 60720 258
150 60978 615
151 61593 189
152 61782 623
153 62405 232
154 62637 650
155 63287 672
156 63959 624
157 64583 630
158 65213 625
159 65838 629
160 66467 178
161 66645 545
162 67190 649
163 67839 209
164 68048 191
165 68239 648
166 68887 627
167 69514 649
168 70163 201
169 70364 645
170 71009 183
171 71192 623
172 71815 187
